id,name,name1,name2,name3,depth,name1Id,name2Id,name3Id,region_slug,in_param_example
1946,강남동,강원특별자치도,강릉시,강남동,3,1873,1927,1946,강남동-1946,in=강남동-1946
1932,강동면,강원특별자치도,강릉시,강동면,3,1873,1927,1932,강동면-1932,in=강동면-1932
4251,강문동,강원특별자치도,강릉시,강문동,3,1873,1927,4251,강문동-4251,in=강문동-4251
4252,견소동,강원특별자치도,강릉시,견소동,3,1873,1927,4252,견소동-4252,in=견소동-4252
1948,경포동,강원특별자치도,강릉시,경포동,3,1873,1927,1948,경포동-1948,in=경포동-1948
1939,교1동,강원특별자치도,강릉시,교1동,3,1873,1927,1939,교1동-1939,in=교1동-1939
1940,교2동,강원특별자치도,강릉시,교2동,3,1873,1927,1940,교2동-1940,in=교2동-1940
4253,교동,강원특별자치도,강릉시,교동,3,1873,1927,4253,교동-4253,in=교동-4253
1931,구정면,강원특별자치도,강릉시,구정면,3,1873,1927,1931,구정면-1931,in=구정면-1931
4254,금학동,강원특별자치도,강릉시,금학동,3,1873,1927,4254,금학동-4254,in=금학동-4254
4255,난곡동,강원특별자치도,강릉시,난곡동,3,1873,1927,4255,난곡동-4255,in=난곡동-4255
4256,남문동,강원특별자치도,강릉시,남문동,3,1873,1927,4256,남문동-4256,in=남문동-4256
4257,남항진동,강원특별자치도,강릉시,남항진동,3,1873,1927,4257,남항진동-4257,in=남항진동-4257
1945,내곡동,강원특별자치도,강릉시,내곡동,3,1873,1927,1945,내곡동-1945,in=내곡동-1945
4258,노암동,강원특별자치도,강릉시,노암동,3,1873,1927,4258,노암동-4258,in=노암동-4258
4259,담산동,강원특별자치도,강릉시,담산동,3,1873,1927,4259,담산동-4259,in=담산동-4259
4260,대전동,강원특별자치도,강릉시,대전동,3,1873,1927,4260,대전동-4260,in=대전동-4260
4261,두산동,강원특별자치도,강릉시,두산동,3,1873,1927,4261,두산동-4261,in=두산동-4261
4262,명주동,강원특별자치도,강릉시,명주동,3,1873,1927,4262,명주동-4262,in=명주동-4262
4263,박월동,강원특별자치도,강릉시,박월동,3,1873,1927,4263,박월동-4263,in=박월동-4263
4264,병산동,강원특별자치도,강릉시,병산동,3,1873,1927,4264,병산동-4264,in=병산동-4264
1934,사천면,강원특별자치도,강릉시,사천면,3,1873,1927,1934,사천면-1934,in=사천면-1934
4265,성남동,강원특별자치도,강릉시,성남동,3,1873,1927,4265,성남동-4265,in=성남동-4265
4266,성내동,강원특별자치도,강릉시,성내동,3,1873,1927,4266,성내동-4266,in=성내동-4266
1947,성덕동,강원특별자치도,강릉시,성덕동,3,1873,1927,1947,성덕동-1947,in=성덕동-1947
1929,성산면,강원특별자치도,강릉시,성산면,3,1873,1927,1929,성산면-1929,in=성산면-1929
1944,송정동,강원특별자치도,강릉시,송정동,3,1873,1927,1944,송정동-1944,in=송정동-1944
4267,신석동,강원특별자치도,강릉시,신석동,3,1873,1927,4267,신석동-4267,in=신석동-4267
4268,안현동,강원특별자치도,강릉시,안현동,3,1873,1927,4268,안현동-4268,in=안현동-4268
1935,연곡면,강원특별자치도,강릉시,연곡면,3,1873,1927,1935,연곡면-1935,in=연곡면-1935
1933,옥계면,강원특별자치도,강릉시,옥계면,3,1873,1927,1933,옥계면-1933,in=옥계면-1933
1938,옥천동,강원특별자치도,강릉시,옥천동,3,1873,1927,1938,옥천동-1938,in=옥천동-1938
1930,왕산면,강원특별자치도,강릉시,왕산면,3,1873,1927,1930,왕산면-1930,in=왕산면-1930
4269,용강동,강원특별자치도,강릉시,용강동,3,1873,1927,4269,용강동-4269,in=용강동-4269
4270,운산동,강원특별자치도,강릉시,운산동,3,1873,1927,4270,운산동-4270,in=운산동-4270
4271,운정동,강원특별자치도,강릉시,운정동,3,1873,1927,4271,운정동-4271,in=운정동-4271
4272,월호평동,강원특별자치도,강릉시,월호평동,3,1873,1927,4272,월호평동-4272,in=월호평동-4272
4273,유산동,강원특별자치도,강릉시,유산동,3,1873,1927,4273,유산동-4273,in=유산동-4273
4274,유천동,강원특별자치도,강릉시,유천동,3,1873,1927,4274,유천동-4274,in=유천동-4274
4275,임당동,강원특별자치도,강릉시,임당동,3,1873,1927,4275,임당동-4275,in=임당동-4275
4276,입암동,강원특별자치도,강릉시,입암동,3,1873,1927,4276,입암동-4276,in=입암동-4276
4277,장현동,강원특별자치도,강릉시,장현동,3,1873,1927,4277,장현동-4277,in=장현동-4277
4278,저동,강원특별자치도,강릉시,저동,3,1873,1927,4278,저동-4278,in=저동-4278
1928,주문진읍,강원특별자치도,강릉시,주문진읍,3,1873,1927,1928,주문진읍-1928,in=주문진읍-1928
4279,죽헌동,강원특별자치도,강릉시,죽헌동,3,1873,1927,4279,죽헌동-4279,in=죽헌동-4279
1937,중앙동,강원특별자치도,강릉시,중앙동,3,1873,1927,1937,중앙동-1937,in=중앙동-1937
4280,지변동,강원특별자치도,강릉시,지변동,3,1873,1927,4280,지변동-4280,in=지변동-4280
4281,청량동,강원특별자치도,강릉시,청량동,3,1873,1927,4281,청량동-4281,in=청량동-4281
1943,초당동,강원특별자치도,강릉시,초당동,3,1873,1927,1943,초당동-1943,in=초당동-1943
1941,포남1동,강원특별자치도,강릉시,포남1동,3,1873,1927,1941,포남1동-1941,in=포남1동-1941
1942,포남2동,강원특별자치도,강릉시,포남2동,3,1873,1927,1942,포남2동-1942,in=포남2동-1942
4282,포남동,강원특별자치도,강릉시,포남동,3,1873,1927,4282,포남동-4282,in=포남동-4282
4283,학동,강원특별자치도,강릉시,학동,3,1873,1927,4283,학동-4283,in=학동-4283
1936,홍제동,강원특별자치도,강릉시,홍제동,3,1873,1927,1936,홍제동-1936,in=홍제동-1936
4284,회산동,강원특별자치도,강릉시,회산동,3,1873,1927,4284,회산동-4284,in=회산동-4284
2079,간성읍,강원특별자치도,고성군,간성읍,3,1873,2078,2079,간성읍-2079,in=간성읍-2079
2080,거진읍,강원특별자치도,고성군,거진읍,3,1873,2078,2080,거진읍-2080,in=거진읍-2080
2084,수동면,강원특별자치도,고성군,수동면,3,1873,2078,2084,수동면-2084,in=수동면-2084
2082,죽왕면,강원특별자치도,고성군,죽왕면,3,1873,2078,2082,죽왕면-2082,in=죽왕면-2082
2083,토성면,강원특별자치도,고성군,토성면,3,1873,2078,2083,토성면-2083,in=토성면-2083
2081,현내면,강원특별자치도,고성군,현내면,3,1873,2078,2081,현내면-2081,in=현내면-2081
4285,괴란동,강원특별자치도,동해시,괴란동,3,1873,1949,4285,괴란동-4285,in=괴란동-4285
4286,구미동,강원특별자치도,동해시,구미동,3,1873,1949,4286,구미동-4286,in=구미동-4286
4287,구호동,강원특별자치도,동해시,구호동,3,1873,1949,4287,구호동-4287,in=구호동-4287
4288,귀운동,강원특별자치도,동해시,귀운동,3,1873,1949,4288,귀운동-4288,in=귀운동-4288
4289,나안동,강원특별자치도,동해시,나안동,3,1873,1949,4289,나안동-4289,in=나안동-4289
4290,내동,강원특별자치도,동해시,내동,3,1873,1949,4290,내동-4290,in=내동-4290
4291,단봉동,강원특별자치도,동해시,단봉동,3,1873,1949,4291,단봉동-4291,in=단봉동-4291
4292,달방동,강원특별자치도,동해시,달방동,3,1873,1949,4292,달방동-4292,in=달방동-4292
4293,대구동,강원특별자치도,동해시,대구동,3,1873,1949,4293,대구동-4293,in=대구동-4293
4294,대진동,강원특별자치도,동해시,대진동,3,1873,1949,4294,대진동-4294,in=대진동-4294
1954,동호동,강원특별자치도,동해시,동호동,3,1873,1949,1954,동호동-1954,in=동호동-1954
4295,동회동,강원특별자치도,동해시,동회동,3,1873,1949,4295,동회동-4295,in=동회동-4295
4296,만우동,강원특별자치도,동해시,만우동,3,1873,1949,4296,만우동-4296,in=만우동-4296
1958,망상동,강원특별자치도,동해시,망상동,3,1873,1949,1958,망상동-1958,in=망상동-1958
1956,묵호동,강원특별자치도,동해시,묵호동,3,1873,1949,1956,묵호동-1956,in=묵호동-1956
4297,묵호진동,강원특별자치도,동해시,묵호진동,3,1873,1949,4297,묵호진동-4297,in=묵호진동-4297
1955,발한동,강원특별자치도,동해시,발한동,3,1873,1949,1955,발한동-1955,in=발한동-1955
1953,부곡동,강원특별자치도,동해시,부곡동,3,1873,1949,1953,부곡동-1953,in=부곡동-1953
1952,북삼동,강원특별자치도,동해시,북삼동,3,1873,1949,1952,북삼동-1952,in=북삼동-1952
1957,북평동,강원특별자치도,동해시,북평동,3,1873,1949,1957,북평동-1957,in=북평동-1957
4298,비천동,강원특별자치도,동해시,비천동,3,1873,1949,4298,비천동-4298,in=비천동-4298
1959,삼화동,강원특별자치도,동해시,삼화동,3,1873,1949,1959,삼화동-1959,in=삼화동-1959
1951,송정동,강원특별자치도,동해시,송정동,3,1873,1949,1951,송정동-1951,in=송정동-1951
4299,쇄운동,강원특별자치도,동해시,쇄운동,3,1873,1949,4299,쇄운동-4299,in=쇄운동-4299
4300,신흥동,강원특별자치도,동해시,신흥동,3,1873,1949,4300,신흥동-4300,in=신흥동-4300
4301,심곡동,강원특별자치도,동해시,심곡동,3,1873,1949,4301,심곡동-4301,in=심곡동-4301
4302,어달동,강원특별자치도,동해시,어달동,3,1873,1949,4302,어달동-4302,in=어달동-4302
4303,용정동,강원특별자치도,동해시,용정동,3,1873,1949,4303,용정동-4303,in=용정동-4303
4304,이기동,강원특별자치도,동해시,이기동,3,1873,1949,4304,이기동-4304,in=이기동-4304
4305,이도동,강원특별자치도,동해시,이도동,3,1873,1949,4305,이도동-4305,in=이도동-4305
4306,이로동,강원특별자치도,동해시,이로동,3,1873,1949,4306,이로동-4306,in=이로동-4306
4307,지가동,강원특별자치도,동해시,지가동,3,1873,1949,4307,지가동-4307,in=지가동-4307
4308,지흥동,강원특별자치도,동해시,지흥동,3,1873,1949,4308,지흥동-4308,in=지흥동-4308
1950,천곡동,강원특별자치도,동해시,천곡동,3,1873,1949,1950,천곡동-1950,in=천곡동-1950
4309,초구동,강원특별자치도,동해시,초구동,3,1873,1949,4309,초구동-4309,in=초구동-4309
4310,추암동,강원특별자치도,동해시,추암동,3,1873,1949,4310,추암동-4310,in=추암동-4310
4311,평릉동,강원특별자치도,동해시,평릉동,3,1873,1949,4311,평릉동-4311,in=평릉동-4311
4312,호현동,강원특별자치도,동해시,호현동,3,1873,1949,4312,호현동-4312,in=호현동-4312
4313,효가동,강원특별자치도,동해시,효가동,3,1873,1949,4313,효가동-4313,in=효가동-4313
1986,가곡면,강원특별자치도,삼척시,가곡면,3,1873,1978,1986,가곡면-1986,in=가곡면-1986
4314,갈천동,강원특별자치도,삼척시,갈천동,3,1873,1978,4314,갈천동-4314,in=갈천동-4314
4315,건지동,강원특별자치도,삼척시,건지동,3,1873,1978,4315,건지동-4315,in=건지동-4315
1989,교동,강원특별자치도,삼척시,교동,3,1873,1978,1989,교동-1989,in=교동-1989
1982,근덕면,강원특별자치도,삼척시,근덕면,3,1873,1978,1982,근덕면-1982,in=근덕면-1982
4316,근산동,강원특별자치도,삼척시,근산동,3,1873,1978,4316,근산동-4316,in=근산동-4316
1988,남양동,강원특별자치도,삼척시,남양동,3,1873,1978,1988,남양동-1988,in=남양동-1988
1984,노곡면,강원특별자치도,삼척시,노곡면,3,1873,1978,1984,노곡면-1984,in=노곡면-1984
4317,당저동,강원특별자치도,삼척시,당저동,3,1873,1978,4317,당저동-4317,in=당저동-4317
4318,도경동,강원특별자치도,삼척시,도경동,3,1873,1978,4318,도경동-4318,in=도경동-4318
1979,도계읍,강원특별자치도,삼척시,도계읍,3,1873,1978,1979,도계읍-1979,in=도계읍-1979
4319,등봉동,강원특별자치도,삼척시,등봉동,3,1873,1978,4319,등봉동-4319,in=등봉동-4319
4320,마달동,강원특별자치도,삼척시,마달동,3,1873,1978,4320,마달동-4320,in=마달동-4320
4321,마평동,강원특별자치도,삼척시,마평동,3,1873,1978,4321,마평동-4321,in=마평동-4321
1985,미로면,강원특별자치도,삼척시,미로면,3,1873,1978,1985,미로면-1985,in=미로면-1985
4322,사직동,강원특별자치도,삼척시,사직동,3,1873,1978,4322,사직동-4322,in=사직동-4322
4323,성남동,강원특별자치도,삼척시,성남동,3,1873,1978,4323,성남동-4323,in=성남동-4323
1991,성내동,강원특별자치도,삼척시,성내동,3,1873,1978,1991,성내동-1991,in=성내동-1991
4324,성북동,강원특별자치도,삼척시,성북동,3,1873,1978,4324,성북동-4324,in=성북동-4324
1987,신기면,강원특별자치도,삼척시,신기면,3,1873,1978,1987,신기면-1987,in=신기면-1987
4325,오분동,강원특별자치도,삼척시,오분동,3,1873,1978,4325,오분동-4325,in=오분동-4325
4326,오사동,강원특별자치도,삼척시,오사동,3,1873,1978,4326,오사동-4326,in=오사동-4326
4327,우지동,강원특별자치도,삼척시,우지동,3,1873,1978,4327,우지동-4327,in=우지동-4327
4328,원당동,강원특별자치도,삼척시,원당동,3,1873,1978,4328,원당동-4328,in=원당동-4328
1980,원덕읍,강원특별자치도,삼척시,원덕읍,3,1873,1978,1980,원덕읍-1980,in=원덕읍-1980
4329,읍상동,강원특별자치도,삼척시,읍상동,3,1873,1978,4329,읍상동-4329,in=읍상동-4329
4330,읍중동,강원특별자치도,삼척시,읍중동,3,1873,1978,4330,읍중동-4330,in=읍중동-4330
4331,자원동,강원특별자치도,삼척시,자원동,3,1873,1978,4331,자원동-4331,in=자원동-4331
4332,적노동,강원특별자치도,삼척시,적노동,3,1873,1978,4332,적노동-4332,in=적노동-4332
1990,정라동,강원특별자치도,삼척시,정라동,3,1873,1978,1990,정라동-1990,in=정라동-1990
4333,정상동,강원특별자치도,삼척시,정상동,3,1873,1978,4333,정상동-4333,in=정상동-4333
4334,정하동,강원특별자치도,삼척시,정하동,3,1873,1978,4334,정하동-4334,in=정하동-4334
4335,조비동,강원특별자치도,삼척시,조비동,3,1873,1978,4335,조비동-4335,in=조비동-4335
4336,증산동,강원특별자치도,삼척시,증산동,3,1873,1978,4336,증산동-4336,in=증산동-4336
4337,평전동,강원특별자치도,삼척시,평전동,3,1873,1978,4337,평전동-4337,in=평전동-4337
1983,하장면,강원특별자치도,삼척시,하장면,3,1873,1978,1983,하장면-1983,in=하장면-1983
1973,교동,강원특별자치도,속초시,교동,3,1873,1969,1973,교동-1973,in=교동-1973
1972,금호동,강원특별자치도,속초시,금호동,3,1873,1969,1972,금호동-1972,in=금호동-1972
1974,노학동,강원특별자치도,속초시,노학동,3,1873,1969,1974,노학동-1974,in=노학동-1974
1977,대포동,강원특별자치도,속초시,대포동,3,1873,1969,1977,대포동-1977,in=대포동-1977
4338,도문동,강원특별자치도,속초시,도문동,3,1873,1969,4338,도문동-4338,in=도문동-4338
1971,동명동,강원특별자치도,속초시,동명동,3,1873,1969,1971,동명동-1971,in=동명동-1971
4339,설악동,강원특별자치도,속초시,설악동,3,1873,1969,4339,설악동-4339,in=설악동-4339
1970,영랑동,강원특별자치도,속초시,영랑동,3,1873,1969,1970,영랑동-1970,in=영랑동-1970
4340,장사동,강원특별자치도,속초시,장사동,3,1873,1969,4340,장사동-4340,in=장사동-4340
1975,조양동,강원특별자치도,속초시,조양동,3,1873,1969,1975,조양동-1975,in=조양동-1975
4341,중앙동,강원특별자치도,속초시,중앙동,3,1873,1969,4341,중앙동-4341,in=중앙동-4341
4342,청학동,강원특별자치도,속초시,청학동,3,1873,1969,4342,청학동-4342,in=청학동-4342
1976,청호동,강원특별자치도,속초시,청호동,3,1873,1969,1976,청호동-1976,in=청호동-1976
2066,국토정중앙면,강원특별자치도,양구군,국토정중앙면,3,1873,2064,2066,국토정중앙면-2066,in=국토정중앙면-2066
2067,동면,강원특별자치도,양구군,동면,3,1873,2064,2067,동면-2067,in=동면-2067
2068,방산면,강원특별자치도,양구군,방산면,3,1873,2064,2068,방산면-2068,in=방산면-2068
2065,양구읍,강원특별자치도,양구군,양구읍,3,1873,2064,2065,양구읍-2065,in=양구읍-2065
2069,해안면,강원특별자치도,양구군,해안면,3,1873,2064,2069,해안면-2069,in=해안면-2069
2091,강현면,강원특별자치도,양양군,강현면,3,1873,2085,2091,강현면-2091,in=강현면-2091
2087,서면,강원특별자치도,양양군,서면,3,1873,2085,2087,서면-2087,in=서면-2087
2088,손양면,강원특별자치도,양양군,손양면,3,1873,2085,2088,손양면-2088,in=손양면-2088
2086,양양읍,강원특별자치도,양양군,양양읍,3,1873,2085,2086,양양읍-2086,in=양양읍-2086
2090,현남면,강원특별자치도,양양군,현남면,3,1873,2085,2090,현남면-2090,in=현남면-2090
2089,현북면,강원특별자치도,양양군,현북면,3,1873,2085,2089,현북면-2089,in=현북면-2089
2017,김삿갓면,강원특별자치도,영월군,김삿갓면,3,1873,2013,2017,김삿갓면-2017,in=김삿갓면-2017
2019,남면,강원특별자치도,영월군,남면,3,1873,2013,2019,남면-2019,in=남면-2019
4185,무릉도원면,강원특별자치도,영월군,무릉도원면,3,1873,2013,4185,무릉도원면-4185,in=무릉도원면-4185
2018,북면,강원특별자치도,영월군,북면,3,1873,2013,2018,북면-2018,in=북면-2018
2016,산솔면,강원특별자치도,영월군,산솔면,3,1873,2013,2016,산솔면-2016,in=산솔면-2016
2015,상동읍,강원특별자치도,영월군,상동읍,3,1873,2013,2015,상동읍-2015,in=상동읍-2015
2014,영월읍,강원특별자치도,영월군,영월읍,3,1873,2013,2014,영월읍-2014,in=영월읍-2014
2022,주천면,강원특별자치도,영월군,주천면,3,1873,2013,2022,주천면-2022,in=주천면-2022
2020,한반도면,강원특별자치도,영월군,한반도면,3,1873,2013,2020,한반도면-2020,in=한반도면-2020
4343,가현동,강원특별자치도,원주시,가현동,3,1873,1901,4343,가현동-4343,in=가현동-4343
1913,개운동,강원특별자치도,원주시,개운동,3,1873,1901,1913,개운동-1913,in=개운동-1913
4344,관설동,강원특별자치도,원주시,관설동,3,1873,1901,4344,관설동-4344,in=관설동-4344
1907,귀래면,강원특별자치도,원주시,귀래면,3,1873,1901,1907,귀래면-1907,in=귀래면-1907
1919,단계동,강원특별자치도,원주시,단계동,3,1873,1901,1919,단계동-1919,in=단계동-1919
1916,단구동,강원특별자치도,원주시,단구동,3,1873,1901,1916,단구동-1916,in=단구동-1916
1914,명륜1동,강원특별자치도,원주시,명륜1동,3,1873,1901,1914,명륜1동-1914,in=명륜1동-1914
1915,명륜2동,강원특별자치도,원주시,명륜2동,3,1873,1901,1915,명륜2동-1915,in=명륜2동-1915
4345,명륜동,강원특별자치도,원주시,명륜동,3,1873,1901,4345,명륜동-4345,in=명륜동-4345
1925,무실동,강원특별자치도,원주시,무실동,3,1873,1901,1925,무실동-1925,in=무실동-1925
1902,문막읍,강원특별자치도,원주시,문막읍,3,1873,1901,1902,문막읍-1902,in=문막읍-1902
1926,반곡관설동,강원특별자치도,원주시,반곡관설동,3,1873,1901,1926,반곡관설동-1926,in=반곡관설동-1926
4346,반곡동,강원특별자치도,원주시,반곡동,3,1873,1901,4346,반곡동-4346,in=반곡동-4346
1923,봉산동,강원특별자치도,원주시,봉산동,3,1873,1901,1923,봉산동-1923,in=봉산동-1923
1906,부론면,강원특별자치도,원주시,부론면,3,1873,1901,1906,부론면-1906,in=부론면-1906
1903,소초면,강원특별자치도,원주시,소초면,3,1873,1901,1903,소초면-1903,in=소초면-1903
1910,신림면,강원특별자치도,원주시,신림면,3,1873,1901,1910,신림면-1910,in=신림면-1910
1920,우산동,강원특별자치도,원주시,우산동,3,1873,1901,1920,우산동-1920,in=우산동-1920
4347,원동,강원특별자치도,원주시,원동,3,1873,1901,4347,원동-4347,in=원동-4347
1912,원인동,강원특별자치도,원주시,원인동,3,1873,1901,1912,원인동-1912,in=원인동-1912
4348,인동,강원특별자치도,원주시,인동,3,1873,1901,4348,인동-4348,in=인동-4348
1917,일산동,강원특별자치도,원주시,일산동,3,1873,1901,1917,일산동-1917,in=일산동-1917
1911,중앙동,강원특별자치도,원주시,중앙동,3,1873,1901,1911,중앙동-1911,in=중앙동-1911
1905,지정면,강원특별자치도,원주시,지정면,3,1873,1901,1905,지정면-1905,in=지정면-1905
1921,태장1동,강원특별자치도,원주시,태장1동,3,1873,1901,1921,태장1동-1921,in=태장1동-1921
1922,태장2동,강원특별자치도,원주시,태장2동,3,1873,1901,1922,태장2동-1922,in=태장2동-1922
4349,태장동,강원특별자치도,원주시,태장동,3,1873,1901,4349,태장동-4349,in=태장동-4349
1909,판부면,강원특별자치도,원주시,판부면,3,1873,1901,1909,판부면-1909,in=판부면-1909
4350,평원동,강원특별자치도,원주시,평원동,3,1873,1901,4350,평원동-4350,in=평원동-4350
1918,학성동,강원특별자치도,원주시,학성동,3,1873,1901,1918,학성동-1918,in=학성동-1918
1924,행구동,강원특별자치도,원주시,행구동,3,1873,1901,1924,행구동-1924,in=행구동-1924
1904,호저면,강원특별자치도,원주시,호저면,3,1873,1901,1904,호저면-1904,in=호저면-1904
1908,흥업면,강원특별자치도,원주시,흥업면,3,1873,1901,1908,흥업면-1908,in=흥업면-1908
2075,기린면,강원특별자치도,인제군,기린면,3,1873,2070,2075,기린면-2075,in=기린면-2075
2073,남면,강원특별자치도,인제군,남면,3,1873,2070,2073,남면-2073,in=남면-2073
2074,북면,강원특별자치도,인제군,북면,3,1873,2070,2074,북면-2074,in=북면-2074
2077,상남면,강원특별자치도,인제군,상남면,3,1873,2070,2077,상남면-2077,in=상남면-2077
2076,서화면,강원특별자치도,인제군,서화면,3,1873,2070,2076,서화면-2076,in=서화면-2076
2071,인제읍,강원특별자치도,인제군,인제읍,3,1873,2070,2071,인제읍-2071,in=인제읍-2071
2036,고한읍,강원특별자치도,정선군,고한읍,3,1873,2034,2036,고한읍-2036,in=고한읍-2036
2040,남면,강원특별자치도,정선군,남면,3,1873,2034,2040,남면-2040,in=남면-2040
2041,북평면,강원특별자치도,정선군,북평면,3,1873,2034,2041,북평면-2041,in=북평면-2041
2037,사북읍,강원특별자치도,정선군,사북읍,3,1873,2034,2037,사북읍-2037,in=사북읍-2037
2038,신동읍,강원특별자치도,정선군,신동읍,3,1873,2034,2038,신동읍-2038,in=신동읍-2038
2044,여량면,강원특별자치도,정선군,여량면,3,1873,2034,2044,여량면-2044,in=여량면-2044
2042,임계면,강원특별자치도,정선군,임계면,3,1873,2034,2042,임계면-2042,in=임계면-2042
2035,정선읍,강원특별자치도,정선군,정선읍,3,1873,2034,2035,정선읍-2035,in=정선읍-2035
2043,화암면,강원특별자치도,정선군,화암면,3,1873,2034,2043,화암면-2043,in=화암면-2043
2048,갈말읍,강원특별자치도,철원군,갈말읍,3,1873,2045,2048,갈말읍-2048,in=갈말읍-2048
2052,근남면,강원특별자치도,철원군,근남면,3,1873,2045,2052,근남면-2052,in=근남면-2052
2054,근동면,강원특별자치도,철원군,근동면,3,1873,2045,2054,근동면-2054,in=근동면-2054
2053,근북면,강원특별자치도,철원군,근북면,3,1873,2045,2053,근북면-2053,in=근북면-2053
2047,김화읍,강원특별자치도,철원군,김화읍,3,1873,2045,2047,김화읍-2047,in=김화읍-2047
2049,동송읍,강원특별자치도,철원군,동송읍,3,1873,2045,2049,동송읍-2049,in=동송읍-2049
2050,서면,강원특별자치도,철원군,서면,3,1873,2045,2050,서면-2050,in=서면-2050
2056,원남면,강원특별자치도,철원군,원남면,3,1873,2045,2056,원남면-2056,in=원남면-2056
2055,원동면,강원특별자치도,철원군,원동면,3,1873,2045,2055,원동면-2055,in=원동면-2055
2057,임남면,강원특별자치도,철원군,임남면,3,1873,2045,2057,임남면-2057,in=임남면-2057
2046,철원읍,강원특별자치도,철원군,철원읍,3,1873,2045,2046,철원읍-2046,in=철원읍-2046
1899,강남동,강원특별자치도,춘천시,강남동,3,1873,1875,1899,강남동-1899,in=강남동-1899
1886,교동,강원특별자치도,춘천시,교동,3,1873,1875,1886,교동-1886,in=교동-1886
1889,근화동,강원특별자치도,춘천시,근화동,3,1873,1875,1889,근화동-1889,in=근화동-1889
4351,낙원동,강원특별자치도,춘천시,낙원동,3,1873,1875,4351,낙원동-4351,in=낙원동-4351
1880,남면,강원특별자치도,춘천시,남면,3,1873,1875,1880,남면-1880,in=남면-1880
1885,남산면,강원특별자치도,춘천시,남산면,3,1873,1875,1885,남산면-1885,in=남산면-1885
1884,동내면,강원특별자치도,춘천시,동내면,3,1873,1875,1884,동내면-1884,in=동내면-1884
1877,동면,강원특별자치도,춘천시,동면,3,1873,1875,1877,동면-1877,in=동면-1877
1878,동산면,강원특별자치도,춘천시,동산면,3,1873,1875,1878,동산면-1878,in=동산면-1878
4352,봉의동,강원특별자치도,춘천시,봉의동,3,1873,1875,4352,봉의동-4352,in=봉의동-4352
1883,북산면,강원특별자치도,춘천시,북산면,3,1873,1875,1883,북산면-1883,in=북산면-1883
4353,사농동,강원특별자치도,춘천시,사농동,3,1873,1875,4353,사농동-4353,in=사농동-4353
1882,사북면,강원특별자치도,춘천시,사북면,3,1873,1875,1882,사북면-1882,in=사북면-1882
4354,삼천동,강원특별자치도,춘천시,삼천동,3,1873,1875,4354,삼천동-4354,in=삼천동-4354
1881,서면,강원특별자치도,춘천시,서면,3,1873,1875,1881,서면-1881,in=서면-1881
1897,석사동,강원특별자치도,춘천시,석사동,3,1873,1875,1897,석사동-1897,in=석사동-1897
1890,소양동,강원특별자치도,춘천시,소양동,3,1873,1875,1890,소양동-1890,in=소양동-1890
4355,소양로1가,강원특별자치도,춘천시,소양로1가,3,1873,1875,4355,소양로1가-4355,in=소양로1가-4355
4356,소양로2가,강원특별자치도,춘천시,소양로2가,3,1873,1875,4356,소양로2가-4356,in=소양로2가-4356
4357,소양로3가,강원특별자치도,춘천시,소양로3가,3,1873,1875,4357,소양로3가-4357,in=소양로3가-4357
4358,소양로4가,강원특별자치도,춘천시,소양로4가,3,1873,1875,4358,소양로4가-4358,in=소양로4가-4358
4359,송암동,강원특별자치도,춘천시,송암동,3,1873,1875,4359,송암동-4359,in=송암동-4359
4360,신동,강원특별자치도,춘천시,신동,3,1873,1875,4360,신동-4360,in=신동-4360
1879,신동면,강원특별자치도,춘천시,신동면,3,1873,1875,1879,신동면-1879,in=신동면-1879
1876,신북읍,강원특별자치도,춘천시,신북읍,3,1873,1875,1876,신북읍-1876,in=신북읍-1876
1900,신사우동,강원특별자치도,춘천시,신사우동,3,1873,1875,1900,신사우동-1900,in=신사우동-1900
4361,약사동,강원특별자치도,춘천시,약사동,3,1873,1875,4361,약사동-4361,in=약사동-4361
1888,약사명동,강원특별자치도,춘천시,약사명동,3,1873,1875,1888,약사명동-1888,in=약사명동-1888
4362,옥천동,강원특별자치도,춘천시,옥천동,3,1873,1875,4362,옥천동-4362,in=옥천동-4362
4363,온의동,강원특별자치도,춘천시,온의동,3,1873,1875,4363,온의동-4363,in=온의동-4363
4364,요선동,강원특별자치도,춘천시,요선동,3,1873,1875,4364,요선동-4364,in=요선동-4364
4365,우두동,강원특별자치도,춘천시,우두동,3,1873,1875,4365,우두동-4365,in=우두동-4365
4366,운교동,강원특별자치도,춘천시,운교동,3,1873,1875,4366,운교동-4366,in=운교동-4366
4367,조양동,강원특별자치도,춘천시,조양동,3,1873,1875,4367,조양동-4367,in=조양동-4367
1887,조운동,강원특별자치도,춘천시,조운동,3,1873,1875,1887,조운동-1887,in=조운동-1887
4368,죽림동,강원특별자치도,춘천시,죽림동,3,1873,1875,4368,죽림동-4368,in=죽림동-4368
4369,중도동,강원특별자치도,춘천시,중도동,3,1873,1875,4369,중도동-4369,in=중도동-4369
4370,중앙로1가,강원특별자치도,춘천시,중앙로1가,3,1873,1875,4370,중앙로1가-4370,in=중앙로1가-4370
4371,중앙로2가,강원특별자치도,춘천시,중앙로2가,3,1873,1875,4371,중앙로2가-4371,in=중앙로2가-4371
4372,중앙로3가,강원특별자치도,춘천시,중앙로3가,3,1873,1875,4372,중앙로3가-4372,in=중앙로3가-4372
